,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2015,Lyme disease cummulative for 2014,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2015,Malaria cummulative for 2014,"Meningococcal diseases, invasive�, All groups current week","Meningococcal diseases, invasive�, All groups previous 52 weeks median ","Meningococcal diseases, invasive�, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive�, All groups cummulative for 2015","Meningococcal diseases, invasive�, All groups cummulative for 2014"
76,2015,27,Utah,0,0,2,1,4,0,0,1,2,3,0,0,0,0,1
77,2015,27,Wyo.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78,2015,27,PACIFIC,1,2,8,40,61,1,3,7,41,64,1,1,7,54,64
79,2015,27,Alaska,1,0,1,4,4,0,0,1,2,1,0,0,1,2,0
80,2015,27,Calif.,0,1,6,16,36,0,1,5,27,39,0,0,4,26,43
81,2015,27,Hawaii,N,0,0,N,N,0,0,1,0,1,0,0,1,3,1
82,2015,27,Oreg.,0,1,3,20,21,0,0,2,8,7,0,0,3,15,12
83,2015,27,Wash.,0,0,3,0,0,1,0,3,4,16,1,0,6,8,8
84,2015,27,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,27,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,27,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,27,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,27,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,27,,,,,,,,,,,,,,,,
22,2015,28,UNITED STATES,525,421,"2,019","10,719","14,332",17,22,59,426,810,2,6,14,205,266
23,2015,28,NEW ENGLAND,10,104,766,"2,044","5,414",2,1,8,25,58,0,0,3,14,10
24,2015,28,Conn.,0,19,178,368,"1,187",0,0,1,0,13,0,0,1,1,2
25,2015,28,Maine,0,12,94,225,402,0,0,3,5,4,0,0,1,2,0
26,2015,28,Mass.,2,40,360,921,"2,893",0,1,5,17,36,0,0,3,7,7
27,2015,28,N.H.,5,6,52,283,491,0,0,1,0,2,0,0,0,0,0
28,2015,28,R.I.,0,10,84,129,205,2,0,3,3,3,0,0,2,2,1
29,2015,28,Vt.,3,6,48,118,236,0,0,2,0,0,0,0,1,2,0
30,2015,28,MID. ATLANTIC,399,196,879,"6,364","5,724",6,4,25,123,201,0,1,5,22,27
31,2015,28,N.J.,0,42,117,922,"1,873",0,1,4,26,43,0,0,1,4,5
32,2015,28,N.Y. (Upstate),199,37,189,987,854,0,1,4,23,25,0,0,1,5,5
33,2015,28,N.Y. City,14,7,560,650,323,6,2,17,61,92,0,0,3,6,9
34,2015,28,Pa.,186,87,799,"3,805","2,674",0,1,6,13,41,0,0,2,7,8
35,2015,28,E.N. CENTRAL,14,16,131,610,"1,005",2,2,6,48,74,0,1,5,27,31
36,2015,28,Ill.,0,1,20,72,127,0,1,4,19,27,0,0,1,5,10
37,2015,28,Ind.,0,0,9,7,53,0,0,3,3,10,0,0,1,3,3
38,2015,28,Mich.,2,1,11,57,34,0,0,2,4,11,0,0,1,4,6
39,2015,28,Ohio,8,2,10,65,31,2,0,3,20,21,0,0,4,12,6
40,2015,28,Wis.,4,9,90,409,760,0,0,2,2,5,0,0,1,3,6
41,2015,28,W.N. CENTRAL,1,6,129,56,808,0,1,5,12,71,0,0,2,15,16
42,2015,28,Iowa,0,1,14,41,126,0,0,3,5,5,0,0,1,5,1
43,2015,28,Kans.,0,0,2,8,11,0,0,1,1,8,0,0,1,3,1
44,2015,28,Minn.,0,1,107,1,662,0,0,4,0,37,0,0,2,4,4
45,2015,28,Mo.,0,0,2,0,2,0,0,1,2,9,0,0,1,2,7
46,2015,28,Nebr.,1,0,3,2,1,0,0,2,2,5,0,0,1,1,0
47,2015,28,N. Dak.,0,0,2,3,6,0,0,1,1,5,0,0,1,0,1
48,2015,28,S. Dak.,0,0,1,1,0,0,0,1,1,2,0,0,0,0,2
49,2015,28,S. ATLANTIC,93,61,195,"1,540","1,215",5,6,15,124,224,1,1,6,38,60
50,2015,28,Del.,11,5,29,191,234,0,0,0,0,2,0,0,0,0,1
51,2015,28,D.C.,0,1,3,26,16,0,0,2,5,5,0,0,1,3,0
52,2015,28,Fla.,9,3,12,71,42,3,1,4,21,27,0,0,3,14,27
53,2015,28,Ga.,0,0,1,0,2,0,0,5,5,45,0,0,3,6,10
54,2015,28,Md.,35,23,81,643,501,1,2,8,49,82,0,0,1,1,4
55,2015,28,N.C.,0,0,78,67,43,0,0,8,13,19,0,0,1,4,11
56,2015,28,S.C.,0,1,3,19,15,0,0,1,1,2,0,0,3,2,2
57,2015,28,Va.,37,20,149,442,315,1,1,5,30,40,1,0,2,8,5
58,2015,28,W. Va.,1,2,15,81,47,0,0,0,0,2,0,0,1,0,0
59,2015,28,E.S. CENTRAL,4,1,10,37,65,1,0,5,9,24,0,0,2,5,10
60,2015,28,Ala.,0,1,7,14,33,0,0,3,4,6,0,0,1,4,3
61,2015,28,Ky.,4,0,3,19,27,0,0,1,0,8,0,0,1,0,2
62,2015,28,Miss.,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
63,2015,28,Tenn.,0,0,3,3,5,1,0,2,4,10,0,0,2,1,4
64,2015,28,W.S. CENTRAL,1,0,7,8,9,0,2,10,29,44,1,1,3,23,25
65,2015,28,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1
66,2015,28,La.,0,0,1,0,1,0,0,2,3,13,0,0,2,4,5
67,2015,28,Okla.,0,0,0,0,0,0,0,3,2,1,0,0,1,2,6
68,2015,28,Tex.,1,0,7,8,8,0,1,9,22,28,1,0,3,15,13
69,2015,28,MOUNTAIN,1,1,8,17,24,0,1,4,11,45,0,0,2,7,22
70,2015,28,Ariz.,1,0,6,8,6,0,0,3,7,15,0,0,1,3,9
71,2015,28,Colo.,0,0,0,0,0,0,0,2,0,18,0,0,2,2,3
72,2015,28,Idaho,0,0,2,6,6,0,0,1,0,1,0,0,1,0,2
73,2015,28,Mont.,0,0,2,1,3,0,0,1,1,1,0,0,1,0,3
74,2015,28,Nev.,0,0,1,0,5,0,0,1,0,6,0,0,1,1,2
75,2015,28,N. Mex.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2
76,2015,28,Utah,0,0,2,1,4,0,0,1,2,3,0,0,0,0,1
77,2015,28,Wyo.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78,2015,28,PACIFIC,2,2,8,43,68,1,3,7,45,69,0,1,7,54,65
79,2015,28,Alaska,0,0,1,3,5,0,0,1,2,1,0,0,1,2,0
80,2015,28,Calif.,0,0,6,16,41,0,1,5,28,43,0,0,4,26,44
81,2015,28,Hawaii,N,0,0,N,N,0,0,1,0,1,0,0,1,3,1
82,2015,28,Oreg.,0,1,3,22,22,0,0,2,10,7,0,0,3,15,12
83,2015,28,Wash.,2,0,3,2,0,1,0,3,5,17,0,0,6,8,8
84,2015,28,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,28,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,28,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,28,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,28,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,28,,,,,,,,,,,,,,,,
22,2015,29,UNITED STATES,540,428,"1,856","12,742","16,351",19,21,59,454,863,2,6,14,209,269
23,2015,29,NEW ENGLAND,5,112,639,"2,391","6,180",1,1,6,26,66,0,0,3,14,10
24,2015,29,Conn.,3,28,113,672,"1,365",0,0,1,0,13,0,0,1,1,2
25,2015,29,Maine,0,11,94,231,492,0,0,3,5,4,0,0,1,2,0
26,2015,29,Mass.,0,37,279,921,"3,253",0,1,3,17,41,0,0,3,7,7
27,2015,29,N.H.,1,6,48,316,543,0,0,1,0,2,0,0,0,0,0
28,2015,29,R.I.,0,9,84,129,261,1,0,3,4,6,0,0,2,2,1
29,2015,29,Vt.,1,6,48,122,266,0,0,2,0,0,0,0,1,2,0
30,2015,29,MID. ATLANTIC,413,196,871,"7,605","6,603",8,4,25,132,211,0,1,5,22,28
31,2015,29,N.J.,0,43,120,"1,275","1,990",0,1,4,27,44,0,0,1,4,5
32,2015,29,N.Y. (Upstate),202,37,195,"1,183",989,3,1,4,26,27,0,0,1,5,5
33,2015,29,N.Y. City,10,7,560,660,372,5,2,17,66,95,0,0,3,6,9
34,2015,29,Pa.,201,87,800,"4,487","3,252",0,1,6,13,45,0,0,2,7,9
35,2015,29,E.N. CENTRAL,9,16,131,762,"1,121",0,2,6,50,78,0,1,5,27,32
36,2015,29,Ill.,0,1,20,77,146,0,1,4,21,28,0,0,1,5,10
37,2015,29,Ind.,0,0,7,7,62,0,0,3,3,10,0,0,1,3,3
38,2015,29,Mich.,3,1,11,68,43,0,0,2,4,11,0,0,1,4,7
39,2015,29,Ohio,5,2,13,75,32,0,0,3,20,24,0,0,4,12,6
40,2015,29,Wis.,1,10,90,535,838,0,0,2,2,5,0,0,1,3,6
41,2015,29,W.N. CENTRAL,1,9,93,134,937,0,1,5,13,76,0,0,2,15,16
42,2015,29,Iowa,0,1,23,111,140,0,0,3,6,6,0,0,1,5,1
43,2015,29,Kans.,0,0,2,8,12,0,0,1,1,8,0,0,1,3,1
44,2015,29,Minn.,0,0,83,1,769,0,0,3,0,41,0,0,2,4,4
45,2015,29,Mo.,0,0,2,0,4,0,0,1,2,9,0,0,1,2,7
46,2015,29,Nebr.,1,0,1,3,4,0,0,2,2,5,0,0,1,1,0
47,2015,29,N. Dak.,0,0,2,9,7,0,0,1,1,5,0,0,1,0,1
48,2015,29,S. Dak.,0,0,1,2,1,0,0,1,1,2,0,0,0,0,2
49,2015,29,S. ATLANTIC,105,61,195,"1,733","1,328",8,5,15,135,235,0,1,6,39,60
50,2015,29,Del.,10,5,29,214,247,0,0,0,0,2,0,0,0,0,1
51,2015,29,D.C.,0,1,3,26,17,0,0,2,6,5,0,0,1,3,0
52,2015,29,Fla.,5,3,12,76,46,3,1,4,24,27,0,0,3,14,27
53,2015,29,Ga.,0,0,1,0,2,0,0,5,5,49,0,0,3,7,10
54,2015,29,Md.,50,23,81,742,566,5,1,8,56,87,0,0,1,1,4
55,2015,29,N.C.,0,0,78,67,43,0,0,8,13,19,0,0,1,4,11
56,2015,29,S.C.,0,1,3,21,16,0,0,1,1,2,0,0,3,2,2
57,2015,29,Va.,38,21,149,495,334,0,1,5,30,42,0,0,2,8,5
58,2015,29,W. Va.,2,2,17,92,57,0,0,0,0,2,0,0,1,0,0
59,2015,29,E.S. CENTRAL,3,1,10,43,70,0,0,5,9,24,1,0,2,6,10
60,2015,29,Ala.,0,1,7,16,35,0,0,3,4,6,0,0,1,4,3
61,2015,29,Ky.,3,0,4,22,27,0,0,1,0,8,0,0,1,0,2
62,2015,29,Miss.,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
63,2015,29,Tenn.,0,0,3,4,8,0,0,2,4,10,1,0,2,2,4
64,2015,29,W.S. CENTRAL,1,0,7,10,9,1,2,10,31,54,1,1,3,24,26
65,2015,29,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1
66,2015,29,La.,0,0,1,0,1,0,0,2,4,13,0,0,2,4,6
67,2015,29,Okla.,0,0,0,0,0,0,0,3,2,2,1,0,1,3,6
68,2015,29,Tex.,1,0,7,10,8,1,1,8,23,37,0,0,3,15,13
69,2015,29,MOUNTAIN,0,1,8,17,27,1,1,4,13,45,0,0,2,8,22
70,2015,29,Ariz.,0,0,6,7,7,0,0,3,7,15,0,0,1,3,9
71,2015,29,Colo.,0,0,0,0,0,0,0,2,0,18,0,0,2,2,3
72,2015,29,Idaho,0,0,2,6,6,1,0,1,1,1,0,0,1,0,2
73,2015,29,Mont.,0,0,1,1,5,0,0,1,1,1,0,0,1,0,3
74,2015,29,Nev.,0,0,1,1,5,0,0,1,1,6,0,0,1,1,2
75,2015,29,N. Mex.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2
76,2015,29,Utah,0,0,2,1,4,0,0,1,2,3,0,0,1,1,1
77,2015,29,Wyo.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78,2015,29,PACIFIC,3,2,8,47,76,0,2,7,45,74,0,1,7,54,65
79,2015,29,Alaska,0,0,1,4,6,0,0,1,2,1,0,0,1,2,0
80,2015,29,Calif.,0,0,6,16,45,0,1,5,28,48,0,0,4,26,44
81,2015,29,Hawaii,N,0,0,N,N,0,0,1,0,1,0,0,1,3,1
82,2015,29,Oreg.,0,1,3,22,25,0,0,2,10,7,0,0,3,15,12
83,2015,29,Wash.,3,0,3,5,0,0,0,3,5,17,0,0,6,8,8
84,2015,29,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,29,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,29,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,29,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,29,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,29,,,,,,,,,,,,,,,,
22,2015,30,UNITED STATES,522,428,"1,778","14,476","18,207",8,22,59,486,909,3,6,14,215,271
23,2015,30,NEW ENGLAND,29,115,536,"2,965","6,819",1,1,6,33,72,0,0,3,15,10
24,2015,30,Conn.,0,27,101,672,"1,478",0,0,1,0,13,0,0,1,1,2
25,2015,30,Maine,1,14,94,354,572,0,0,3,5,4,0,0,1,2,0
26,2015,30,Mass.,2,39,241,"1,210","3,532",0,1,3,22,44,0,0,3,7,7
27,2015,30,N.H.,5,6,41,390,591,0,0,1,1,3,0,0,0,0,0
28,2015,30,R.I.,17,10,84,199,332,1,0,3,5,6,0,0,2,3,1
29,2015,30,Vt.,4,6,38,140,314,0,0,1,0,2,0,0,1,2,0
30,2015,30,MID. ATLANTIC,387,196,871,"8,532","7,417",0,4,25,136,224,0,1,5,22,28
31,2015,30,N.J.,0,42,120,"1,277","2,089",0,1,5,30,45,0,0,1,4,5
32,2015,30,N.Y. (Upstate),233,37,206,"1,437","1,152",0,1,4,27,30,0,0,1,5,5
33,2015,30,N.Y. City,0,7,560,660,417,0,2,17,66,100,0,0,3,6,9
34,2015,30,Pa.,154,87,800,"5,158","3,759",0,0,6,13,49,0,0,2,7,9
35,2015,30,E.N. CENTRAL,3,14,108,780,"1,252",2,2,6,54,81,0,1,5,28,32
36,2015,30,Ill.,0,1,17,97,166,0,1,4,21,30,0,0,1,5,10
37,2015,30,Ind.,0,0,7,7,65,0,0,3,3,11,0,0,1,3,3
38,2015,30,Mich.,0,1,11,63,51,1,0,2,7,11,0,0,1,5,7
39,2015,30,Ohio,3,2,12,78,42,1,0,3,21,24,0,0,4,12,6
40,2015,30,Wis.,0,9,75,535,928,0,0,2,2,5,0,0,1,3,6
41,2015,30,W.N. CENTRAL,0,9,93,148,"1,026",0,1,4,17,81,0,0,2,16,16
42,2015,30,Iowa,0,1,23,123,146,0,0,3,7,7,0,0,1,5,1
43,2015,30,Kans.,0,0,2,8,13,0,0,1,3,8,0,0,1,3,1
44,2015,30,Minn.,0,0,83,1,850,0,0,3,0,42,0,0,2,5,4
45,2015,30,Mo.,0,0,2,0,4,0,0,1,2,9,0,0,1,2,7
46,2015,30,Nebr.,0,0,1,3,4,0,0,1,2,7,0,0,1,1,0
47,2015,30,N. Dak.,0,0,2,10,8,0,0,1,1,6,0,0,1,0,1
48,2015,30,S. Dak.,0,0,1,3,1,0,0,1,2,2,0,0,0,0,2
49,2015,30,S. ATLANTIC,102,61,195,"1,926","1,492",3,5,15,140,244,1,1,6,40,60
50,2015,30,Del.,7,5,30,231,262,0,0,0,0,2,0,0,0,0,1
51,2015,30,D.C.,0,1,3,26,18,0,0,2,6,5,0,0,1,3,0
52,2015,30,Fla.,12,3,12,88,50,0,1,4,24,29,1,0,3,15,27
53,2015,30,Ga.,0,0,1,0,2,0,0,5,5,50,0,0,3,7,10
54,2015,30,Md.,47,23,84,840,632,1,1,8,59,90,0,0,1,1,4
55,2015,30,N.C.,16,0,78,83,43,1,0,8,14,19,0,0,1,4,11
56,2015,30,S.C.,0,1,3,23,17,0,0,1,1,2,0,0,3,2,2
57,2015,30,Va.,17,21,149,524,401,1,1,5,31,45,0,0,2,8,5
58,2015,30,W. Va.,3,2,19,111,67,0,0,0,0,2,0,0,1,0,0
59,2015,30,E.S. CENTRAL,1,1,10,48,74,0,0,5,9,27,0,0,2,6,10
60,2015,30,Ala.,1,0,7,17,37,0,0,3,4,7,0,0,1,4,3
61,2015,30,Ky.,0,0,5,24,29,0,0,1,0,8,0,0,1,0,2
62,2015,30,Miss.,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
63,2015,30,Tenn.,0,0,3,6,8,0,0,2,4,12,0,0,2,2,4
64,2015,30,W.S. CENTRAL,0,0,7,12,15,1,2,10,36,56,2,1,3,26,27
65,2015,30,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1
66,2015,30,La.,0,0,0,0,2,0,0,2,4,13,0,0,2,4,6
67,2015,30,Okla.,0,0,0,0,0,0,0,3,2,2,0,0,1,3,6
68,2015,30,Tex.,0,0,7,12,13,1,1,8,28,39,2,0,3,17,14
69,2015,30,MOUNTAIN,0,1,8,17,29,1,1,4,14,46,0,0,2,8,22
70,2015,30,Ariz.,0,0,6,7,8,1,0,3,8,15,0,0,1,3,9
71,2015,30,Colo.,0,0,0,0,0,0,0,2,0,18,0,0,2,2,3
72,2015,30,Idaho,0,0,2,6,6,0,0,1,1,1,0,0,1,0,2
73,2015,30,Mont.,0,0,1,1,5,0,0,1,1,1,0,0,1,0,3
74,2015,30,Nev.,0,0,1,1,5,0,0,1,1,7,0,0,1,1,2
75,2015,30,N. Mex.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2
76,2015,30,Utah,0,0,2,1,5,0,0,1,2,3,0,0,1,1,1
77,2015,30,Wyo.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78,2015,30,PACIFIC,0,2,8,48,83,0,2,7,47,78,0,1,7,54,66
79,2015,30,Alaska,0,0,1,4,6,0,0,2,3,1,0,0,1,2,0
80,2015,30,Calif.,0,0,5,16,51,0,1,5,29,52,0,0,4,26,44
81,2015,30,Hawaii,N,0,0,N,N,0,0,1,0,1,0,0,1,3,1
82,2015,30,Oreg.,0,1,3,23,26,0,0,2,10,7,0,0,3,15,13
83,2015,30,Wash.,0,0,3,5,0,0,0,3,5,17,0,0,6,8,8
84,2015,30,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,30,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,30,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,30,P.R.,N,0,0,N,N,0,0,4,9,0,0,0,0,0,0
88,2015,30,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,30,,,,,,,,,,,,,,,,
22,2015,31,UNITED STATES,509,428,"1,367","15,930","19,985",20,23,56,533,968,2,6,14,221,277
23,2015,31,NEW ENGLAND,20,118,442,"3,309","7,355",0,1,6,33,76,0,0,3,15,10
24,2015,31,Conn.,2,29,87,888,"1,579",0,0,1,0,13,0,0,1,1,2
25,2015,31,Maine,2,16,94,434,661,0,0,3,5,4,0,0,1,2,0
26,2015,31,Mass.,0,36,191,"1,210","3,773",0,1,2,22,47,0,0,3,7,7
27,2015,31,N.H.,1,6,44,409,626,0,0,1,1,3,0,0,0,0,0
28,2015,31,R.I.,14,10,84,216,380,0,0,3,5,7,0,0,2,3,1
29,2015,31,Vt.,1,6,38,152,336,0,0,1,0,2,0,0,1,2,0
30,2015,31,MID. ATLANTIC,382,196,882,"9,382","8,286",3,4,22,140,249,0,1,5,22,28
31,2015,31,N.J.,1,42,131,"1,372","2,175",0,1,5,31,48,0,0,1,4,5
32,2015,31,N.Y. (Upstate),211,37,232,"1,645","1,305",0,1,4,27,32,0,0,1,5,5
33,2015,31,N.Y. City,40,7,560,700,466,3,1,17,69,114,0,0,3,6,9
34,2015,31,Pa.,130,87,800,"5,665","4,340",0,0,6,13,55,0,0,2,7,9
35,2015,31,E.N. CENTRAL,4,13,107,827,"1,360",2,2,6,57,84,0,1,5,29,32
36,2015,31,Ill.,0,1,18,124,183,0,1,4,22,33,0,0,1,5,10
37,2015,31,Ind.,0,0,7,7,72,0,0,3,3,11,0,0,1,3,3
38,2015,31,Mich.,0,1,9,62,62,0,0,2,7,11,0,0,1,5,7
39,2015,31,Ohio,4,2,13,87,47,2,1,3,23,24,0,0,4,12,6
40,2015,31,Wis.,0,9,75,547,996,0,0,2,2,5,0,0,1,4,6
41,2015,31,W.N. CENTRAL,0,9,60,172,"1,119",0,1,4,17,83,0,0,2,16,16
42,2015,31,Iowa,0,1,23,145,155,0,0,3,7,8,0,0,1,5,1
43,2015,31,Kans.,0,0,2,9,13,0,0,1,3,8,0,0,1,3,1
44,2015,31,Minn.,0,0,58,1,933,0,0,3,0,42,0,0,2,5,4
45,2015,31,Mo.,0,0,2,0,4,0,0,1,2,10,0,0,1,2,7
46,2015,31,Nebr.,0,0,1,3,4,0,0,1,2,7,0,0,1,1,0
47,2015,31,N. Dak.,0,0,2,11,8,0,0,1,1,6,0,0,1,0,1
48,2015,31,S. Dak.,0,0,1,3,2,0,0,1,2,2,0,0,0,0,2
49,2015,31,S. ATLANTIC,98,61,195,"2,101","1,652",8,6,14,164,259,1,1,6,41,63
50,2015,31,Del.,8,5,30,249,271,0,0,1,1,2,0,0,0,0,1
51,2015,31,D.C.,0,1,4,32,19,0,0,2,7,5,0,0,1,3,0
52,2015,31,Fla.,15,2,12,96,56,1,1,4,25,30,1,0,3,16,29
53,2015,31,Ga.,0,0,1,0,2,0,1,5,18,52,0,0,3,7,10
54,2015,31,Md.,20,23,88,893,675,4,1,8,63,93,0,0,1,1,4
55,2015,31,N.C.,8,0,78,91,64,0,0,8,14,25,0,0,1,4,11
56,2015,31,S.C.,0,1,3,27,19,0,0,1,1,2,0,0,3,2,2
57,2015,31,Va.,45,21,149,594,469,3,1,5,35,48,0,0,2,8,6
58,2015,31,W. Va.,2,2,19,119,77,0,0,0,0,2,0,0,1,0,0
59,2015,31,E.S. CENTRAL,3,1,10,53,80,0,0,5,9,28,0,0,2,6,11
60,2015,31,Ala.,0,1,7,18,39,0,0,3,4,7,0,0,1,4,4
61,2015,31,Ky.,2,0,5,27,31,0,0,1,0,8,0,0,1,0,2
62,2015,31,Miss.,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
63,2015,31,Tenn.,1,0,3,8,9,0,0,2,4,13,0,0,2,2,4
64,2015,31,W.S. CENTRAL,1,0,7,15,16,4,2,10,41,57,1,1,3,27,27
65,2015,31,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1
66,2015,31,La.,0,0,0,0,2,0,0,2,4,13,0,0,2,4,6
67,2015,31,Okla.,0,0,0,0,0,1,0,3,3,2,0,0,1,3,6
68,2015,31,Tex.,1,0,7,15,14,3,1,8,32,40,1,0,3,18,14
69,2015,31,MOUNTAIN,0,1,8,20,31,0,1,4,16,47,0,0,2,8,22
70,2015,31,Ariz.,0,0,6,7,8,0,0,3,8,15,0,0,1,3,9
71,2015,31,Colo.,0,0,0,0,0,0,0,2,0,19,0,0,2,2,3
72,2015,31,Idaho,0,0,2,6,6,0,0,1,1,1,0,0,1,0,2
73,2015,31,Mont.,0,0,1,1,5,0,0,1,1,1,0,0,1,0,3
74,2015,31,Nev.,0,0,1,3,6,0,0,2,3,7,0,0,1,1,2
75,2015,31,N. Mex.,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2
76,2015,31,Utah,0,0,2,2,5,0,0,1,2,3,0,0,1,1,1
77,2015,31,Wyo.,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
78,2015,31,PACIFIC,1,2,8,51,86,3,2,6,56,85,0,1,8,57,68
79,2015,31,Alaska,0,0,1,4,6,0,0,2,3,1,0,0,1,2,0
80,2015,31,Calif.,0,0,5,16,51,0,1,4,34,57,0,0,4,28,45
81,2015,31,Hawaii,N,0,0,N,N,0,0,1,0,1,0,0,1,3,1
82,2015,31,Oreg.,0,1,3,25,27,0,0,2,11,8,0,0,3,16,14
83,2015,31,Wash.,1,0,3,6,2,3,0,3,8,18,0,0,6,8,8
84,2015,31,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,31,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,31,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,31,P.R.,N,0,0,N,N,0,0,4,8,0,0,0,0,0,0
88,2015,31,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,31,,,,,,,,,,,,,,,,
22,2015,32,UNITED STATES,435,428,"1,460","17,794","21,352",29,22,56,581,"1,001",2,6,14,225,285
23,2015,32,NEW ENGLAND,28,118,414,"3,833","7,797",0,1,6,33,79,0,0,3,14,10
24,2015,32,Conn.,6,28,98,994,"1,651",0,0,1,0,13,0,0,1,0,2
25,2015,32,Maine,0,15,90,473,755,0,0,3,5,4,0,0,1,2,0
26,2015,32,Mass.,0,38,183,"1,438","3,964",0,1,2,22,48,0,0,3,7,7
27,2015,32,N.H.,0,6,44,409,647,0,0,1,1,4,0,0,0,0,0
28,2015,32,R.I.,0,11,84,299,418,0,0,3,5,8,0,0,2,3,1
29,2015,32,Vt.,22,6,38,220,362,0,0,1,0,2,0,0,1,2,0
30,2015,32,MID. ATLANTIC,344,196,992,"10,527","8,931",10,4,22,151,257,1,1,5,24,29
31,2015,32,N.J.,0,42,177,"1,814","2,243",0,1,5,31,51,0,0,1,4,5
32,2015,32,N.Y. (Upstate),191,37,234,"1,845","1,450",2,1,4,29,36,0,0,1,5,5
33,2015,32,N.Y. City,0,7,560,700,501,7,2,17,76,115,1,0,3,7,10
34,2015,32,Pa.,153,88,802,"6,168","4,737",1,0,6,15,55,0,0,2,8,9
35,2015,32,E.N. CENTRAL,3,13,109,865,"1,438",0,2,6,57,90,0,1,5,30,32
36,2015,32,Ill.,0,1,19,148,188,0,1,3,22,37,0,0,1,5,10
37,2015,32,Ind.,0,0,7,7,78,0,0,3,3,12,0,0,1,3,3
38,2015,32,Mich.,2,1,10,69,71,0,0,2,7,11,0,0,1,6,7
39,2015,32,Ohio,1,2,15,94,55,0,1,3,23,25,0,0,4,12,6
40,2015,32,Wis.,0,8,75,547,"1,046",0,0,2,2,5,0,0,1,4,6
41,2015,32,W.N. CENTRAL,0,10,56,186,"1,179",0,1,4,18,84,0,0,2,16,16
42,2015,32,Iowa,0,1,23,154,157,0,0,3,7,8,0,0,1,5,1
43,2015,32,Kans.,0,0,2,10,13,0,0,1,4,8,0,0,1,3,1
44,2015,32,Minn.,0,0,50,1,991,0,0,3,0,43,0,0,2,5,4
45,2015,32,Mo.,0,0,2,0,4,0,0,1,2,10,0,0,1,2,7
46,2015,32,Nebr.,0,0,1,4,4,0,0,1,2,7,0,0,1,1,0
47,2015,32,N. Dak.,0,0,2,14,8,0,0,1,1,6,0,0,1,0,1
48,2015,32,S. Dak.,0,0,1,3,2,0,0,1,2,2,0,0,0,0,2
49,2015,32,S. ATLANTIC,58,61,200,"2,236","1,780",11,6,14,180,271,0,1,6,41,63
