,year,mmwr_week,Reporting Area,"Meningococcal disease, all serogroups current week","Meningococcal disease, all serogroups previous 52 weeks median ","Meningococcal disease, all serogroups previous 52 weeks maximum ","Meningococcal disease, all serogroups cummulative for 2018","Meningococcal disease, all serogroups cummulative for 2017",Mumps current week,Mumps previous 52 weeks median ,Mumps previous 52 weeks maximum ,Mumps cummulative for 2018,Mumps cummulative for 2017,Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2018,Pertussis cummulative for 2017
59,2018,27,Alabama,0,0,1,2,0,0,0,11,6,21,0,3,9,60,139
60,2018,27,Kentucky,0,0,1,1,2,0,0,1,7,16,0,4,16,88,292
61,2018,27,Mississippi,0,0,0,0,2,0,0,1,2,19,0,0,3,20,20
62,2018,27,Tennessee,0,0,2,3,2,0,0,5,10,40,0,3,9,46,107
63,2018,27,West South Central,0,0,3,14,14,0,3,32,79,"1,077",15,31,217,576,"1,006"
64,2018,27,Arkansas,0,0,1,0,0,0,0,3,3,531,0,2,9,28,111
65,2018,27,Louisiana,0,0,1,0,3,0,0,3,2,61,0,1,9,56,51
66,2018,27,Oklahoma,0,0,1,1,0,0,0,14,6,146,0,0,65,38,51
67,2018,27,Texas,0,0,3,13,11,0,3,23,68,339,15,24,145,454,793
68,2018,27,Mountain,0,0,2,8,11,1,1,3,30,151,17,38,73,"1,095","1,087"
69,2018,27,Arizona,0,0,1,1,3,0,0,3,5,30,1,5,14,122,270
70,2018,27,Colorado,0,0,1,3,2,1,0,2,15,73,10,12,41,405,297
71,2018,27,Idaho,0,0,1,2,1,0,0,1,1,5,6,3,21,200,24
72,2018,27,Montana,0,0,1,0,0,0,0,1,2,6,0,1,10,30,45
73,2018,27,Nevada,0,0,0,0,2,0,0,1,1,5,0,1,10,20,47
74,2018,27,New Mexico,0,0,1,1,2,0,0,1,3,0,0,4,18,173,113
75,2018,27,Utah,0,0,1,1,1,0,0,2,3,32,0,5,17,145,283
76,2018,27,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
77,2018,27,Pacific,0,1,15,46,58,0,29,819,519,368,0,53,785,"1,457","1,543"
78,2018,27,Alaska,0,0,1,2,1,0,5,25,217,2,0,1,5,39,24
79,2018,27,California,0,0,4,19,43,0,1,5,32,135,0,42,69,861,"1,370"
80,2018,27,Hawaii,0,0,1,0,0,0,18,45,217,179,0,1,4,15,16
81,2018,27,Oregon,0,0,2,13,14,0,0,3,16,52,0,6,30,297,133
82,2018,27,Washington,0,0,11,12,0,0,0,779,37,0,0,0,740,245,0
84,2018,27,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,27,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,27,Guam,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0
87,2018,27,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11
88,2018,27,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,28,United States,2,6,20,183,198,5,63,904,"1,559","3,528",51,271,"1,288","6,077","9,570"
22,2018,28,New England,0,0,2,10,6,0,2,14,42,129,0,17,43,354,570
23,2018,28,Connecticut,0,0,0,0,0,0,0,2,2,8,0,1,5,20,41
24,2018,28,Maine,0,0,1,0,0,0,0,1,4,1,0,6,17,161,238
25,2018,28,Massachusetts,0,0,2,9,4,0,1,10,19,107,0,6,20,84,150
26,2018,28,New Hampshire,0,0,0,0,0,0,0,1,2,3,0,2,18,65,32
27,2018,28,Rhode Island,0,0,1,1,0,0,0,11,2,9,0,0,24,13,27
28,2018,28,Vermont,0,0,1,0,2,0,0,7,13,1,0,0,4,11,82
29,2018,28,Middle Atlantic,0,1,3,22,22,3,10,63,344,400,11,28,68,530,"1,135"
30,2018,28,New Jersey,0,0,2,4,4,0,0,4,26,24,0,6,14,88,277
31,2018,28,New York (excluding New York City),0,0,2,9,8,1,2,54,43,118,6,8,23,166,274
32,2018,28,New York City,0,0,1,2,5,0,5,16,162,153,0,3,6,53,69
33,2018,28,Pennsylvania,0,0,2,7,5,2,1,15,113,105,5,13,31,223,515
34,2018,28,East North Central,1,1,3,21,24,1,4,34,211,381,17,47,104,734,"1,772"
35,2018,28,Illinois,0,0,1,3,6,0,2,32,155,236,0,7,46,120,311
36,2018,28,Indiana,0,0,2,3,4,0,0,2,8,33,0,4,19,71,203
37,2018,28,Michigan,0,0,1,4,3,0,0,2,18,21,1,11,23,196,365
38,2018,28,Ohio,1,0,2,7,8,1,0,7,21,50,16,12,28,280,473
39,2018,28,Wisconsin,0,0,1,4,3,0,0,2,9,41,0,7,27,67,420
40,2018,28,West North Central,0,0,3,13,12,0,2,5,41,755,2,22,58,384,898
41,2018,28,Iowa,0,0,1,1,0,0,0,5,13,94,0,3,8,53,79
42,2018,28,Kansas,0,0,1,1,2,0,0,1,2,157,0,2,8,38,116
43,2018,28,Minnesota,0,0,1,0,3,0,0,3,7,69,0,7,32,113,376
44,2018,28,Missouri,0,0,3,10,5,0,0,3,18,421,2,4,14,83,249
45,2018,28,Nebraska,0,0,1,1,2,0,0,1,1,4,0,2,14,66,45
46,2018,28,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,21,29
47,2018,28,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4
48,2018,28,South Atlantic,1,1,4,38,42,1,7,34,258,116,9,27,64,612,816
49,2018,28,Delaware,0,0,1,1,1,0,0,6,21,1,1,0,6,27,4
50,2018,28,District of Columbia,0,0,1,0,0,0,0,12,6,10,0,0,2,2,13
51,2018,28,Florida,1,0,2,14,13,0,1,10,36,18,8,6,16,170,204
52,2018,28,Georgia,0,0,2,7,5,0,0,4,8,33,0,1,13,20,119
53,2018,28,Maryland,0,0,2,3,3,0,0,3,24,5,0,2,6,43,58
54,2018,28,North Carolina,0,0,1,7,8,0,0,2,5,20,0,8,24,214,171
55,2018,28,South Carolina,0,0,0,0,3,0,0,1,3,0,0,2,9,36,122
56,2018,28,Virginia,0,0,2,6,8,1,1,31,154,28,0,5,29,86,122
57,2018,28,West Virginia,0,0,1,0,1,0,0,1,1,1,0,0,4,14,3
58,2018,28,East South Central,0,0,2,6,6,0,1,11,26,97,0,11,26,214,579
59,2018,28,Alabama,0,0,1,2,0,0,0,11,6,21,0,3,9,60,147
60,2018,28,Kentucky,0,0,1,1,2,0,0,1,7,16,0,4,16,88,303
61,2018,28,Mississippi,0,0,0,0,2,0,0,1,3,20,0,0,3,20,20
62,2018,28,Tennessee,0,0,2,3,2,0,0,5,10,40,0,3,8,46,109
63,2018,28,West South Central,0,0,3,14,16,0,3,32,79,"1,104",0,31,220,576,"1,072"
64,2018,28,Arkansas,0,0,1,0,0,0,0,3,3,539,0,2,12,28,118
65,2018,28,Louisiana,0,0,1,0,3,0,0,3,2,64,0,1,9,56,52
66,2018,28,Oklahoma,0,0,1,1,1,0,0,14,6,146,0,0,65,38,56
67,2018,28,Texas,0,0,3,13,12,0,2,23,68,355,0,23,148,454,846
68,2018,28,Mountain,0,0,2,9,12,0,1,3,30,152,11,38,73,"1,108","1,124"
69,2018,28,Arizona,0,0,1,1,4,0,0,3,5,30,2,5,14,126,277
70,2018,28,Colorado,0,0,1,3,2,0,0,2,15,74,9,12,41,414,304
71,2018,28,Idaho,0,0,1,2,1,0,0,1,1,5,0,3,21,200,27
72,2018,28,Montana,0,0,1,0,0,0,0,1,2,6,0,1,10,30,52
73,2018,28,Nevada,0,0,0,0,2,0,0,1,1,5,0,1,10,20,49
74,2018,28,New Mexico,0,0,1,1,2,0,0,1,3,0,0,4,18,173,114
75,2018,28,Utah,0,0,1,2,1,0,0,2,3,32,0,5,17,145,292
76,2018,28,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9
77,2018,28,Pacific,0,1,15,50,58,0,29,819,528,394,1,55,785,"1,565","1,604"
78,2018,28,Alaska,0,0,1,2,1,0,5,25,221,3,1,1,5,47,25
79,2018,28,California,0,0,4,23,43,0,2,5,34,138,0,42,69,946,"1,422"
80,2018,28,Hawaii,0,0,1,0,0,0,18,45,220,198,0,1,4,15,16
81,2018,28,Oregon,0,0,2,13,14,0,0,3,16,55,0,6,30,312,141
82,2018,28,Washington,0,0,11,12,0,0,0,779,37,0,0,0,740,245,0
84,2018,28,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,28,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,28,Guam,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0
87,2018,28,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12
88,2018,28,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,29,United States,2,6,20,196,200,4,62,904,"1,585","3,571",72,272,"1,288","6,480","9,943"
22,2018,29,New England,1,0,2,12,6,0,2,14,42,133,7,17,43,380,599
23,2018,29,Connecticut,0,0,1,1,0,0,0,2,2,8,0,1,5,23,46
24,2018,29,Maine,1,0,1,1,0,0,0,1,4,1,6,6,17,169,248
25,2018,29,Massachusetts,0,0,2,9,4,0,1,10,19,111,0,6,20,86,156
26,2018,29,New Hampshire,0,0,0,0,0,0,0,1,2,3,0,2,20,74,34
27,2018,29,Rhode Island,0,0,1,1,0,0,0,11,2,9,1,0,24,16,33
28,2018,29,Vermont,0,0,1,0,2,0,0,7,13,1,0,0,4,12,82
29,2018,29,Middle Atlantic,0,1,3,22,22,2,10,63,349,401,11,28,68,573,"1,181"
30,2018,29,New Jersey,0,0,2,4,4,0,0,4,26,24,0,5,14,109,288
31,2018,29,New York (excluding New York City),0,0,2,9,8,2,2,54,45,118,8,8,23,175,287
32,2018,29,New York City,0,0,1,2,5,0,5,16,166,154,0,3,6,63,72
33,2018,29,Pennsylvania,0,0,2,7,5,0,1,15,112,105,3,13,31,226,534
34,2018,29,East North Central,0,1,3,21,25,1,4,34,221,383,12,47,104,853,"1,847"
35,2018,29,Illinois,0,0,1,3,6,0,3,32,163,237,0,7,46,122,322
36,2018,29,Indiana,0,0,2,3,5,0,0,2,9,33,0,5,19,83,222
37,2018,29,Michigan,0,0,1,4,3,0,0,2,18,22,0,10,23,213,388
38,2018,29,Ohio,0,0,2,7,8,1,0,7,22,50,12,12,28,292,485
39,2018,29,Wisconsin,0,0,1,4,3,0,0,2,9,41,0,9,27,143,430
40,2018,29,West North Central,0,0,3,13,12,0,1,5,41,756,4,21,58,398,932
41,2018,29,Iowa,0,0,1,1,0,0,0,5,13,94,0,2,8,53,81
42,2018,29,Kansas,0,0,1,1,2,0,0,1,2,157,0,2,7,40,122
43,2018,29,Minnesota,0,0,1,0,3,0,0,3,7,69,0,7,32,113,394
44,2018,29,Missouri,0,0,3,10,5,0,0,3,18,421,3,4,14,89,252
45,2018,29,Nebraska,0,0,1,1,2,0,0,1,1,5,1,2,14,69,48
46,2018,29,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,24,30
47,2018,29,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5
48,2018,29,South Atlantic,1,1,4,48,42,0,7,34,259,125,13,27,64,659,852
49,2018,29,Delaware,0,0,1,1,1,0,0,6,21,2,0,0,8,55,4
50,2018,29,District of Columbia,0,0,1,0,0,0,0,12,6,10,0,0,2,2,13
51,2018,29,Florida,0,0,2,14,13,0,1,10,36,22,10,6,16,180,217
52,2018,29,Georgia,0,0,2,16,5,0,0,4,8,34,0,1,13,20,127
53,2018,29,Maryland,1,0,2,4,3,0,0,3,25,6,3,1,6,46,61
54,2018,29,North Carolina,0,0,1,7,8,0,0,2,5,22,0,8,24,214,177
55,2018,29,South Carolina,0,0,0,0,3,0,0,1,3,0,0,2,9,36,125
56,2018,29,Virginia,0,0,2,6,8,0,1,31,154,28,0,5,29,90,125
57,2018,29,West Virginia,0,0,1,0,1,0,0,1,1,1,0,0,4,16,3
58,2018,29,East South Central,0,0,2,7,6,0,1,11,26,98,0,11,26,218,598
59,2018,29,Alabama,0,0,1,3,0,0,0,11,6,21,0,3,9,64,152
60,2018,29,Kentucky,0,0,1,1,2,0,0,1,7,16,0,4,16,88,307
61,2018,29,Mississippi,0,0,0,0,2,0,0,1,3,20,0,0,3,20,22
62,2018,29,Tennessee,0,0,2,3,2,0,0,5,10,41,0,3,8,46,117
63,2018,29,West South Central,0,0,3,14,16,0,3,32,79,"1,112",0,30,220,583,"1,137"
64,2018,29,Arkansas,0,0,1,0,0,0,0,3,3,541,0,2,12,28,127
65,2018,29,Louisiana,0,0,1,0,3,0,0,2,2,64,0,1,9,63,54
66,2018,29,Oklahoma,0,0,1,1,1,0,0,14,6,146,0,0,65,38,65
67,2018,29,Texas,0,0,3,13,12,0,2,23,68,361,0,22,148,454,891
68,2018,29,Mountain,0,0,2,9,12,1,1,3,36,153,24,39,73,"1,177","1,150"
69,2018,29,Arizona,0,0,1,1,4,0,0,3,5,30,1,5,14,129,283
70,2018,29,Colorado,0,0,1,3,2,1,0,2,16,75,15,12,41,429,309
71,2018,29,Idaho,0,0,1,2,1,0,0,1,1,5,7,3,21,213,29
72,2018,29,Montana,0,0,1,0,0,0,0,1,2,6,0,1,10,30,52
73,2018,29,Nevada,0,0,0,0,2,0,0,1,1,5,0,1,10,20,53
74,2018,29,New Mexico,0,0,1,1,2,0,0,2,4,0,1,4,19,184,115
75,2018,29,Utah,0,0,1,2,1,0,0,2,7,32,0,5,18,171,298
76,2018,29,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11
77,2018,29,Pacific,0,1,15,50,59,0,29,819,532,410,1,52,785,"1,639","1,647"
78,2018,29,Alaska,0,0,1,2,1,0,5,25,224,3,0,1,6,51,25
79,2018,29,California,0,0,4,23,43,0,1,5,35,142,0,42,69,982,"1,459"
80,2018,29,Hawaii,0,0,1,0,0,0,17,45,220,209,0,1,4,15,16
81,2018,29,Oregon,0,0,2,13,15,0,0,2,16,56,0,6,30,327,147
82,2018,29,Washington,0,0,11,12,0,0,0,779,37,0,1,0,740,264,0
84,2018,29,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,29,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,29,Guam,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0
87,2018,29,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13
88,2018,29,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,30,United States,1,6,20,198,204,5,62,904,"1,613","3,649",92,273,"1,288","6,798","10,303"
22,2018,30,New England,0,0,2,12,6,0,2,14,42,135,8,17,43,395,616
23,2018,30,Connecticut,0,0,1,1,0,0,0,2,2,8,0,1,5,23,47
24,2018,30,Maine,0,0,1,1,0,0,0,1,4,1,8,6,17,179,252
25,2018,30,Massachusetts,0,0,2,9,4,0,1,10,19,113,0,5,20,86,165
26,2018,30,New Hampshire,0,0,0,0,0,0,0,1,2,3,0,2,20,79,34
27,2018,30,Rhode Island,0,0,1,1,0,0,0,11,2,9,0,0,24,16,36
28,2018,30,Vermont,0,0,1,0,2,0,0,7,13,1,0,0,4,12,82
29,2018,30,Middle Atlantic,0,1,3,23,23,1,10,63,353,408,23,27,68,602,"1,221"
30,2018,30,New Jersey,0,0,2,4,4,0,0,4,26,24,0,5,14,109,301
31,2018,30,New York (excluding New York City),0,0,2,9,8,1,2,54,46,121,14,8,23,190,295
32,2018,30,New York City,0,0,1,2,5,0,5,16,169,158,0,3,6,64,74
33,2018,30,Pennsylvania,0,0,2,8,6,0,1,15,112,105,9,12,31,239,551
34,2018,30,East North Central,0,1,3,21,26,0,5,34,228,385,1,43,104,927,"1,927"
35,2018,30,Illinois,0,0,1,3,6,0,3,32,168,238,0,7,46,127,336
36,2018,30,Indiana,0,0,2,3,5,0,0,2,10,34,0,4,18,92,240
37,2018,30,Michigan,0,0,1,4,4,0,0,2,19,22,1,10,23,219,411
38,2018,30,Ohio,0,0,2,7,8,0,0,7,22,50,0,12,28,292,500
39,2018,30,Wisconsin,0,0,1,4,3,0,0,2,9,41,0,10,27,197,440
40,2018,30,West North Central,0,0,3,13,12,1,1,5,43,757,4,19,58,421,966
41,2018,30,Iowa,0,0,1,1,0,0,0,5,13,94,0,2,8,56,85
42,2018,30,Kansas,0,0,1,1,2,0,0,1,2,157,0,2,7,40,123
43,2018,30,Minnesota,0,0,1,0,3,0,0,3,8,69,0,7,32,119,412
44,2018,30,Missouri,0,0,3,10,5,1,0,3,19,422,1,4,14,90,259
45,2018,30,Nebraska,0,0,1,1,2,0,0,1,1,5,3,2,14,73,51
46,2018,30,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,26,31
47,2018,30,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,17,5
48,2018,30,South Atlantic,1,1,4,49,43,1,6,34,261,128,22,27,64,687,895
49,2018,30,Delaware,0,0,1,1,1,0,0,6,22,2,0,0,8,56,4
50,2018,30,District of Columbia,0,0,1,0,0,0,0,12,6,10,0,0,2,2,13
51,2018,30,Florida,1,0,2,15,14,0,1,10,36,22,8,6,16,188,224
52,2018,30,Georgia,0,0,2,16,5,0,0,4,8,35,1,1,13,22,140
53,2018,30,Maryland,0,0,2,4,3,0,0,3,25,6,10,1,6,56,63
54,2018,30,North Carolina,0,0,1,7,8,0,0,2,5,24,0,8,24,218,189
55,2018,30,South Carolina,0,0,0,0,3,0,0,1,3,0,0,2,9,36,127
56,2018,30,Virginia,0,0,2,6,8,1,1,31,155,28,3,5,29,93,132
57,2018,30,West Virginia,0,0,1,0,1,0,0,1,1,1,0,0,4,16,3
58,2018,30,East South Central,0,0,2,7,6,0,1,11,26,109,2,11,26,234,612
59,2018,30,Alabama,0,0,1,3,0,0,0,11,6,32,0,3,9,68,156
60,2018,30,Kentucky,0,0,1,1,2,0,0,1,7,16,1,4,16,99,312
61,2018,30,Mississippi,0,0,0,0,2,0,0,1,3,20,0,0,3,20,22
62,2018,30,Tennessee,0,0,2,3,2,0,0,5,10,41,1,2,8,47,122
63,2018,30,West South Central,0,0,3,14,17,0,3,32,80,"1,131",2,28,220,593,"1,204"
64,2018,30,Arkansas,0,0,1,0,0,0,0,3,4,541,2,2,12,34,133
65,2018,30,Louisiana,0,0,1,0,3,0,0,2,2,66,0,1,9,67,57
66,2018,30,Oklahoma,0,0,1,1,1,0,0,14,6,160,0,0,65,38,90
67,2018,30,Texas,0,0,3,13,13,0,2,23,68,364,0,22,148,454,924
68,2018,30,Mountain,0,0,2,9,12,1,1,3,39,155,28,39,73,"1,216","1,177"
69,2018,30,Arizona,0,0,1,1,4,0,0,3,5,30,2,5,14,132,285
70,2018,30,Colorado,0,0,1,3,2,0,0,2,16,75,10,13,41,439,320
71,2018,30,Idaho,0,0,1,2,1,0,0,1,1,5,15,4,21,233,30
72,2018,30,Montana,0,0,1,0,0,0,0,1,2,6,1,1,10,31,53
73,2018,30,Nevada,0,0,0,0,2,0,0,1,1,5,0,1,10,20,53
74,2018,30,New Mexico,0,0,1,1,2,1,0,2,5,0,0,4,19,184,117
75,2018,30,Utah,0,0,1,2,1,0,0,2,9,34,0,5,18,176,306
76,2018,30,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13
77,2018,30,Pacific,0,1,15,50,59,1,29,819,541,441,2,53,785,"1,723","1,685"
78,2018,30,Alaska,0,0,1,2,1,1,5,25,226,4,0,1,6,53,26
79,2018,30,California,0,0,4,23,43,0,1,5,37,143,0,42,69,"1,026","1,491"
80,2018,30,Hawaii,0,0,1,0,0,0,17,45,223,238,0,1,4,16,16
81,2018,30,Oregon,0,0,2,13,15,0,0,2,17,56,2,6,30,341,152
82,2018,30,Washington,0,0,11,12,0,0,0,779,38,0,0,1,740,287,0
84,2018,30,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,30,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,30,Guam,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0
87,2018,30,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13
88,2018,30,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,31,United States,0,6,20,200,207,2,62,905,"1,642","3,716",78,276,"1,288","7,247","10,693"
22,2018,31,New England,0,0,2,12,6,0,2,14,42,137,4,17,43,417,633
23,2018,31,Connecticut,0,0,1,1,0,0,0,2,2,8,0,1,5,25,47
24,2018,31,Maine,0,0,1,1,0,0,0,1,4,1,4,6,17,186,252
25,2018,31,Massachusetts,0,0,2,9,4,0,1,10,19,114,0,5,20,86,176
26,2018,31,New Hampshire,0,0,0,0,0,0,0,1,2,3,0,2,20,90,39
27,2018,31,Rhode Island,0,0,1,1,0,0,0,11,2,10,0,0,24,18,37
28,2018,31,Vermont,0,0,1,0,2,0,0,7,13,1,0,0,4,12,82
29,2018,31,Middle Atlantic,0,1,3,23,23,1,10,63,357,413,15,27,68,627,"1,275"
30,2018,31,New Jersey,0,0,2,4,4,0,0,4,27,24,0,5,14,112,311
31,2018,31,New York (excluding New York City),0,0,2,9,8,0,2,54,45,123,10,8,23,200,311
32,2018,31,New York City,0,0,1,2,5,0,5,16,171,160,0,3,6,66,79
33,2018,31,Pennsylvania,0,0,2,8,6,1,1,15,114,106,5,11,31,249,574
34,2018,31,East North Central,0,1,3,21,26,0,5,34,236,387,10,46,104,"1,076","1,987"
35,2018,31,Illinois,0,0,1,3,6,0,3,32,176,240,0,7,46,132,343
36,2018,31,Indiana,0,0,2,3,5,0,0,2,10,34,0,4,16,98,254
37,2018,31,Michigan,0,0,1,4,4,0,0,2,19,22,0,10,22,229,429
38,2018,31,Ohio,0,0,2,7,8,0,0,7,22,50,10,11,28,309,513
39,2018,31,Wisconsin,0,0,1,4,3,0,0,2,9,41,0,11,29,308,448
40,2018,31,West North Central,0,0,3,13,12,0,1,5,43,760,7,18,58,445,991
41,2018,31,Iowa,0,0,1,1,0,0,0,5,13,95,0,3,8,63,88
42,2018,31,Kansas,0,0,1,1,2,0,0,1,2,157,0,2,7,43,124
43,2018,31,Minnesota,0,0,1,0,3,0,0,3,8,70,0,7,32,119,430
44,2018,31,Missouri,0,0,3,10,5,0,0,3,19,423,3,4,14,95,262
45,2018,31,Nebraska,0,0,1,1,2,0,0,1,1,5,4,2,14,77,51
46,2018,31,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,31,31
47,2018,31,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,17,5
48,2018,31,South Atlantic,0,1,4,49,45,1,6,34,263,134,6,27,64,721,934
49,2018,31,Delaware,0,0,1,1,1,0,0,6,22,3,0,0,11,63,4
50,2018,31,District of Columbia,0,0,1,0,0,0,0,12,6,10,0,0,2,2,13
51,2018,31,Florida,0,0,2,15,16,0,1,10,36,26,4,6,16,196,234
52,2018,31,Georgia,0,0,2,16,5,0,0,4,8,35,0,1,13,22,153
53,2018,31,Maryland,0,0,2,4,3,0,0,3,25,6,2,1,10,58,68
54,2018,31,North Carolina,0,0,1,7,8,0,0,2,6,25,0,8,24,231,194
55,2018,31,South Carolina,0,0,0,0,3,0,0,1,3,0,0,2,9,36,130
56,2018,31,Virginia,0,0,2,6,8,1,1,31,156,28,0,5,29,97,135
57,2018,31,West Virginia,0,0,1,0,1,0,0,1,1,1,0,0,4,16,3
58,2018,31,East South Central,0,0,2,8,6,0,1,6,27,112,0,11,26,242,626
59,2018,31,Alabama,0,0,1,3,0,0,0,2,7,34,0,3,9,74,165
60,2018,31,Kentucky,0,0,1,1,2,0,0,1,7,16,0,4,16,101,315
61,2018,31,Mississippi,0,0,0,0,2,0,0,1,3,21,0,0,3,20,22
62,2018,31,Tennessee,0,0,2,4,2,0,0,5,10,41,0,2,8,47,124
63,2018,31,West South Central,0,0,3,15,17,0,2,33,86,"1,147",14,31,220,725,"1,298"
64,2018,31,Arkansas,0,0,1,0,0,0,0,3,4,541,0,2,12,36,145
65,2018,31,Louisiana,0,0,1,0,3,0,0,1,2,67,1,1,9,68,57
66,2018,31,Oklahoma,0,0,1,1,1,0,0,9,6,160,0,0,65,38,92
67,2018,31,Texas,0,0,3,14,13,0,2,23,74,379,13,26,148,583,"1,004"
68,2018,31,Mountain,0,0,2,9,12,0,1,3,39,155,21,39,73,"1,244","1,214"
69,2018,31,Arizona,0,0,1,1,4,0,0,3,5,30,0,5,14,133,299
70,2018,31,Colorado,0,0,1,3,2,0,0,2,16,75,9,13,41,448,326
71,2018,31,Idaho,0,0,1,2,1,0,0,1,1,5,12,4,21,244,32
72,2018,31,Montana,0,0,1,0,0,0,0,1,2,6,0,1,10,31,53
73,2018,31,Nevada,0,0,0,0,2,0,0,1,1,5,0,1,10,20,53
74,2018,31,New Mexico,0,0,1,1,2,0,0,2,5,0,0,4,19,187,119
75,2018,31,Utah,0,0,1,2,1,0,0,2,9,34,0,5,18,180,317
76,2018,31,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15
77,2018,31,Pacific,0,1,15,50,60,0,29,819,549,471,1,56,785,"1,750","1,735"
78,2018,31,Alaska,0,0,1,2,1,0,5,25,226,7,0,1,7,57,27
79,2018,31,California,0,0,4,23,44,0,2,5,42,146,0,42,69,"1,047","1,533"
80,2018,31,Hawaii,0,0,1,0,0,0,17,45,226,261,1,1,4,17,16
81,2018,31,Oregon,0,0,2,13,15,0,0,2,17,57,0,6,26,335,159
82,2018,31,Washington,0,0,11,12,0,0,0,779,38,0,0,1,740,294,0
84,2018,31,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,31,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,31,Guam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,31,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13
88,2018,31,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,32,United States,1,6,20,205,209,11,62,905,"1,665","3,763",92,278,"1,288","7,752","11,055"
22,2018,32,New England,0,0,2,15,7,0,2,14,45,137,4,17,43,437,661
23,2018,32,Connecticut,0,0,1,1,0,0,0,2,2,8,0,1,5,26,48
24,2018,32,Maine,0,0,1,1,0,0,0,1,4,1,4,6,17,190,260
25,2018,32,Massachusetts,0,0,2,12,5,0,1,10,22,114,0,5,20,101,188
26,2018,32,New Hampshire,0,0,0,0,0,0,0,1,2,3,0,2,20,90,44
27,2018,32,Rhode Island,0,0,1,1,0,0,0,11,2,10,0,0,24,18,39
28,2018,32,Vermont,0,0,1,0,2,0,0,7,13,1,0,0,4,12,82
29,2018,32,Middle Atlantic,1,1,3,24,23,4,10,63,364,415,16,26,68,640,"1,314"
30,2018,32,New Jersey,0,0,2,4,4,0,0,4,27,24,0,5,14,108,320
31,2018,32,New York (excluding New York City),0,0,2,9,8,4,2,54,49,124,10,8,23,209,318
32,2018,32,New York City,1,0,1,3,5,0,5,16,174,161,0,3,6,68,80
33,2018,32,Pennsylvania,0,0,2,8,6,0,1,15,114,106,6,11,31,255,596
34,2018,32,East North Central,0,1,3,21,26,0,5,34,237,389,20,47,158,"1,290","2,067"
35,2018,32,Illinois,0,0,1,3,6,0,3,32,176,240,0,6,46,132,354
36,2018,32,Indiana,0,0,2,3,5,0,0,2,10,36,0,4,16,98,270
37,2018,32,Michigan,0,0,1,4,4,0,0,2,19,22,0,9,22,239,447
38,2018,32,Ohio,0,0,2,7,8,0,0,7,22,50,12,11,28,321,537
