,year,mmwr_week,Reporting Area,"Meningococcal disease(Neisseria meningitidis)�, All serogroups current week","Meningococcal disease(Neisseria meningitidis)�, All serogroups previous 52 weeks median ","Meningococcal disease(Neisseria meningitidis)�, All serogroups previous 52 weeks maximum ","Meningococcal disease(Neisseria meningitidis)�, All serogroups cummulative for 2017","Meningococcal disease(Neisseria meningitidis)�, All serogroups cummulative for 2016",Mumps current week,Mumps previous 52 weeks median ,Mumps previous 52 weeks maximum ,Mumps cummulative for 2017,Mumps cummulative for 2016,Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2017,Pertussis cummulative for 2016
43,2017,27,Minn.,0,0,1,0,4,0,0,11,60,18,0,14,41,193,497
44,2017,27,Mo.,0,0,1,5,4,0,11,72,434,4,0,7,33,189,89
45,2017,27,Nebr.,0,0,1,2,2,0,0,3,3,40,1,2,5,42,102
46,2017,27,N. Dak.,0,0,0,0,0,0,0,2,11,9,0,1,5,27,17
47,2017,27,S. Dak.,0,0,0,0,1,0,0,0,0,2,0,0,1,4,10
48,2017,27,S. ATLANTIC,0,1,5,41,35,0,3,10,94,51,12,24,46,600,710
49,2017,27,Del.,0,0,1,1,0,0,0,0,0,0,0,0,2,4,8
50,2017,27,D.C.,0,0,0,0,0,0,0,2,3,0,0,0,3,9,6
51,2017,27,Fla.,0,0,3,13,8,0,0,5,17,10,12,7,19,208,179
52,2017,27,Ga.,0,0,2,4,9,0,0,6,28,3,0,3,9,55,108
53,2017,27,Md.,0,0,2,3,1,0,0,3,3,1,0,2,10,59,59
54,2017,27,N.C.,0,0,1,4,3,0,0,3,16,27,0,4,9,94,180
55,2017,27,S.C.,0,0,2,7,4,0,0,1,0,3,0,2,12,84,60
56,2017,27,Va.,0,0,3,8,8,0,0,4,27,7,0,3,24,84,94
57,2017,27,W. Va.,0,0,1,1,2,0,0,1,0,0,0,0,2,3,16
58,2017,27,E.S. CENTRAL,0,0,1,6,10,0,1,13,87,96,5,13,32,433,490
59,2017,27,Ala.,0,0,1,0,4,0,0,4,14,1,1,2,8,43,104
60,2017,27,Ky.,0,0,1,2,1,0,0,3,16,92,0,7,28,283,318
61,2017,27,Miss.,0,0,1,2,0,0,0,8,19,0,0,0,2,19,1
62,2017,27,Tenn.,0,0,1,2,5,0,0,6,38,3,4,3,9,88,67
63,2017,27,W.S. CENTRAL,0,0,2,13,22,12,40,334,"1,016",28,37,30,222,962,642
64,2017,27,Ark.,0,0,1,0,1,0,19,272,534,0,3,2,12,103,22
65,2017,27,La.,0,0,1,3,2,0,0,3,11,0,0,1,6,44,34
66,2017,27,Okla.,0,0,1,0,4,0,4,93,141,1,0,0,59,51,14
67,2017,27,Tex.,0,0,2,10,15,12,5,63,330,27,34,24,148,764,572
68,2017,27,MOUNTAIN,0,0,2,12,12,0,2,13,131,40,8,31,71,988,895
69,2017,27,Ariz.,0,0,1,3,1,0,0,12,28,4,5,5,17,263,205
70,2017,27,Colo.,0,0,2,2,3,0,0,10,55,10,0,12,28,325,375
71,2017,27,Idaho,0,0,1,1,1,0,0,2,5,1,2,1,7,24,55
72,2017,27,Mont.,0,0,1,0,1,0,0,3,5,20,1,0,18,45,8
73,2017,27,Nev.,0,0,2,2,3,0,0,1,5,2,0,1,6,44,21
74,2017,27,N. Mex.,0,0,1,2,1,0,0,1,1,2,0,3,11,89,81
75,2017,27,Utah,0,0,1,2,2,0,0,9,32,1,0,6,23,190,136
76,2017,27,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14
77,2017,27,PACIFIC,0,2,16,63,66,2,7,160,870,44,21,38,656,"1,070",996
78,2017,27,Alaska,0,0,1,1,4,0,0,2,1,0,0,2,10,22,63
79,2017,27,Calif.,0,1,6,40,51,0,2,11,73,41,2,28,51,682,764
80,2017,27,Hawaii,0,0,0,0,1,0,0,17,121,0,0,0,3,13,43
81,2017,27,Oreg.,0,0,3,15,10,0,1,5,48,3,0,3,9,102,126
82,2017,27,Wash.,0,0,13,7,0,2,0,152,627,0,19,0,618,251,0
83,2017,27,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,27,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,27,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,27,P.R.,0,0,1,1,0,0,0,1,1,1,0,0,1,2,10
87,2017,27,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,28,UNITED STATES,4,6,21,193,223,16,158,519,"3,886","1,867",194,299,"1,220","7,855","8,711"
22,2017,28,NEW ENGLAND,0,0,1,5,12,0,2,16,109,251,4,19,73,459,424
23,2017,28,Conn.,0,0,1,0,3,0,0,2,6,33,0,1,5,33,64
24,2017,28,Maine,0,0,0,0,1,0,0,4,1,4,3,7,19,224,123
25,2017,28,Mass.,0,0,1,4,8,0,2,14,92,206,0,4,12,77,88
26,2017,28,N.H.,0,0,0,0,0,0,0,1,2,8,0,1,4,21,35
27,2017,28,R.I.,0,0,0,0,0,0,0,6,7,0,1,0,19,26,48
28,2017,28,Vt.,0,0,1,1,0,0,0,1,1,0,0,2,47,78,66
29,2017,28,MID. ATLANTIC,1,0,3,18,21,2,14,33,391,62,25,38,103,922,"1,619"
30,2017,28,N.J.,0,0,1,1,5,0,1,4,20,16,0,7,18,130,330
31,2017,28,N.Y. (Upstate),1,0,2,8,4,2,5,23,121,18,11,10,33,277,369
32,2017,28,N.Y. City,0,0,3,4,7,0,5,19,146,25,0,3,14,56,177
33,2017,28,Pa.,0,0,1,5,5,0,1,15,104,3,14,19,86,459,743
34,2017,28,E.N. CENTRAL,0,1,6,18,24,0,7,28,376,641,29,65,156,"1,472","1,886"
35,2017,28,Ill.,0,0,2,4,9,0,3,22,235,284,0,15,41,263,504
36,2017,28,Ind.,0,0,2,4,5,0,1,4,30,273,0,3,14,143,99
37,2017,28,Mich.,0,0,1,2,3,0,0,2,18,10,0,10,21,256,153
38,2017,28,Ohio,0,0,3,8,4,0,1,8,50,54,26,18,38,473,516
39,2017,28,Wis.,0,0,1,0,3,0,0,15,43,20,3,19,73,337,614
40,2017,28,W.N. CENTRAL,0,0,2,9,16,0,21,84,761,649,2,31,80,614,874
41,2017,28,Iowa,0,0,1,0,2,0,5,15,88,567,0,2,19,42,73
42,2017,28,Kans.,0,0,2,2,2,0,1,23,162,6,0,3,10,82,59
43,2017,28,Minn.,0,0,1,0,5,0,0,11,60,18,0,13,41,193,510
44,2017,28,Mo.,0,0,1,5,4,0,11,72,436,4,2,7,56,224,98
45,2017,28,Nebr.,0,0,1,2,2,0,0,3,3,43,0,2,5,42,102
46,2017,28,N. Dak.,0,0,0,0,0,0,0,2,12,9,0,1,5,27,21
47,2017,28,S. Dak.,0,0,0,0,1,0,0,0,0,2,0,0,1,4,11
48,2017,28,S. ATLANTIC,0,1,5,45,35,1,3,10,98,51,17,24,46,661,736
49,2017,28,Del.,0,0,1,1,0,0,0,0,0,0,0,0,2,4,9
50,2017,28,D.C.,0,0,0,0,0,0,0,2,3,0,0,0,3,9,6
51,2017,28,Fla.,0,0,3,13,8,1,0,5,18,10,13,7,19,221,189
52,2017,28,Ga.,0,0,2,4,9,0,0,6,28,3,0,2,9,55,113
53,2017,28,Md.,0,0,2,3,1,0,0,3,3,1,0,2,10,59,61
54,2017,28,N.C.,0,0,2,8,3,0,0,3,19,27,0,4,9,126,182
55,2017,28,S.C.,0,0,2,7,4,0,0,1,0,3,0,2,12,84,64
56,2017,28,Va.,0,0,3,8,8,0,0,4,27,7,4,3,24,100,96
57,2017,28,W. Va.,0,0,1,1,2,0,0,1,0,0,0,0,2,3,16
58,2017,28,E.S. CENTRAL,0,0,1,6,11,1,1,13,88,96,2,13,37,497,502
59,2017,28,Ala.,0,0,1,0,5,0,0,4,14,1,0,3,12,98,109
60,2017,28,Ky.,0,0,1,2,1,0,0,3,16,92,1,7,28,290,321
61,2017,28,Miss.,0,0,1,2,0,1,0,8,20,0,0,0,2,19,1
62,2017,28,Tenn.,0,0,1,2,5,0,0,6,38,3,1,3,9,90,71
63,2017,28,W.S. CENTRAL,2,0,2,16,24,2,40,334,"1,021",29,44,30,222,"1,033",725
64,2017,28,Ark.,0,0,1,0,1,0,19,272,534,0,6,2,12,114,23
65,2017,28,La.,0,0,1,3,3,0,0,3,11,0,0,1,6,44,35
66,2017,28,Okla.,1,0,1,1,4,0,4,93,141,1,5,0,59,56,68
67,2017,28,Tex.,1,0,2,12,16,2,5,63,335,28,33,26,148,819,599
68,2017,28,MOUNTAIN,1,0,2,12,12,1,2,13,133,40,20,32,71,"1,037",916
69,2017,28,Ariz.,1,0,1,4,1,0,0,12,29,4,4,5,17,270,207
70,2017,28,Colo.,0,0,2,2,3,1,0,10,56,10,7,12,28,332,382
71,2017,28,Idaho,0,0,1,1,1,0,0,2,5,1,3,1,7,27,60
72,2017,28,Mont.,0,0,1,0,1,0,0,3,5,20,6,0,18,51,8
73,2017,28,Nev.,0,0,2,2,3,0,0,1,5,2,0,1,6,44,21
74,2017,28,N. Mex.,0,0,1,2,1,0,0,1,1,2,0,3,11,99,86
75,2017,28,Utah,0,0,1,1,2,0,0,9,32,1,0,6,23,206,138
76,2017,28,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14
77,2017,28,PACIFIC,0,2,16,64,68,9,7,160,909,48,51,38,656,"1,160","1,029"
78,2017,28,Alaska,0,0,1,1,4,0,0,2,1,0,0,1,10,22,63
79,2017,28,Calif.,0,1,6,41,53,0,2,11,74,45,3,28,54,726,793
80,2017,28,Hawaii,0,0,0,0,1,2,0,19,152,0,0,0,3,14,43
81,2017,28,Oreg.,0,0,3,15,10,2,1,5,50,3,0,3,9,104,130
82,2017,28,Wash.,0,0,13,7,0,5,0,152,632,0,48,0,618,294,0
83,2017,28,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,28,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,28,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,28,P.R.,0,0,1,1,0,0,0,1,1,1,0,0,1,2,10
87,2017,28,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,29,UNITED STATES,2,6,21,199,227,14,159,519,"3,953","1,889",143,300,"1,220","8,206","9,038"
22,2017,29,NEW ENGLAND,0,0,1,6,12,0,2,16,110,253,7,18,73,476,454
23,2017,29,Conn.,0,0,1,0,3,0,0,2,7,33,0,1,5,37,65
24,2017,29,Maine,0,0,0,0,1,0,0,4,1,4,5,7,19,232,127
25,2017,29,Mass.,0,0,1,4,8,0,1,14,92,207,0,4,12,77,92
26,2017,29,N.H.,0,0,0,0,0,0,0,1,2,8,0,1,4,22,38
27,2017,29,R.I.,0,0,0,0,0,0,0,6,7,1,2,0,19,29,58
28,2017,29,Vt.,0,0,1,2,0,0,0,1,1,0,0,2,47,79,74
29,2017,29,MID. ATLANTIC,0,0,3,18,22,0,14,33,396,65,25,38,103,964,"1,697"
30,2017,29,N.J.,0,0,1,1,6,0,1,4,20,16,0,6,18,131,341
31,2017,29,N.Y. (Upstate),0,0,2,8,4,0,4,23,121,20,15,10,33,291,385
32,2017,29,N.Y. City,0,0,3,4,7,0,5,19,151,26,0,3,14,60,184
33,2017,29,Pa.,0,0,1,5,5,0,1,15,104,3,10,20,86,482,787
34,2017,29,E.N. CENTRAL,0,1,6,20,24,0,7,28,378,644,12,65,156,"1,515","1,971"
35,2017,29,Ill.,0,0,2,5,9,0,3,22,237,284,0,14,41,267,524
36,2017,29,Ind.,0,0,2,4,5,0,1,4,30,275,0,3,16,149,104
37,2017,29,Mich.,0,0,1,3,3,0,0,2,18,10,0,10,21,268,159
38,2017,29,Ohio,0,0,3,8,4,0,1,8,50,55,12,18,38,485,542
39,2017,29,Wis.,0,0,1,0,3,0,0,15,43,20,0,18,73,346,642
40,2017,29,W.N. CENTRAL,0,0,2,9,16,1,21,84,765,657,5,31,80,649,893
41,2017,29,Iowa,0,0,1,0,2,0,5,15,92,574,0,2,19,51,76
42,2017,29,Kans.,0,0,2,2,2,0,1,19,150,6,0,3,10,90,59
43,2017,29,Minn.,0,0,0,0,5,0,0,12,69,18,0,13,41,197,523
44,2017,29,Mo.,0,0,1,5,4,0,11,72,438,4,4,7,60,236,98
45,2017,29,Nebr.,0,0,1,2,2,1,0,2,4,44,1,2,5,44,104
46,2017,29,N. Dak.,0,0,0,0,0,0,0,2,12,9,0,1,5,27,22
47,2017,29,S. Dak.,0,0,0,0,1,0,0,0,0,2,0,0,1,4,11
48,2017,29,S. ATLANTIC,0,1,5,46,36,4,3,10,111,52,16,24,46,705,754
49,2017,29,Del.,0,0,1,1,0,0,0,1,1,0,0,0,2,4,9
50,2017,29,D.C.,0,0,0,0,0,0,0,2,10,1,0,0,3,11,6
51,2017,29,Fla.,0,0,3,13,8,4,0,5,22,10,14,7,19,235,196
52,2017,29,Ga.,0,0,2,5,9,0,0,6,29,3,0,2,9,57,116
53,2017,29,Md.,0,0,2,3,1,0,0,3,3,1,0,2,10,59,62
54,2017,29,N.C.,0,0,2,8,3,0,0,3,19,27,0,4,9,126,184
55,2017,29,S.C.,0,0,2,7,4,0,0,1,0,3,1,2,12,103,65
56,2017,29,Va.,0,0,3,8,8,0,0,4,27,7,1,4,24,107,99
57,2017,29,W. Va.,0,0,1,1,3,0,0,1,0,0,0,0,2,3,17
58,2017,29,E.S. CENTRAL,0,0,1,6,11,0,1,13,93,96,4,13,39,537,516
59,2017,29,Ala.,0,0,0,0,5,0,0,4,18,1,0,3,17,119,112
60,2017,29,Ky.,0,0,1,2,1,0,0,3,16,92,0,8,28,304,327
61,2017,29,Miss.,0,0,1,2,0,0,0,8,20,0,0,0,2,19,1
62,2017,29,Tenn.,0,0,1,2,5,0,0,6,39,3,4,3,9,95,76
63,2017,29,W.S. CENTRAL,0,0,2,16,25,4,40,334,"1,036",29,30,30,222,"1,080",751
64,2017,29,Ark.,0,0,1,0,1,1,19,272,536,0,4,2,12,119,23
65,2017,29,La.,0,0,1,3,3,0,0,3,11,0,0,1,6,44,35
66,2017,29,Okla.,0,0,1,1,4,0,4,93,141,1,10,0,59,66,68
67,2017,29,Tex.,0,0,2,12,17,3,6,63,348,28,16,27,148,851,625
68,2017,29,MOUNTAIN,0,0,2,12,12,1,2,13,136,41,17,32,71,"1,066",933
69,2017,29,Ariz.,0,0,1,4,1,0,0,12,29,4,4,6,17,279,208
70,2017,29,Colo.,0,0,2,2,3,1,0,10,57,11,11,12,28,342,391
71,2017,29,Idaho,0,0,1,1,1,0,0,2,5,1,2,1,7,29,60
72,2017,29,Mont.,0,0,1,0,1,0,0,3,6,20,0,0,18,52,8
73,2017,29,Nev.,0,0,2,2,3,0,0,1,5,2,0,1,6,44,21
74,2017,29,N. Mex.,0,0,1,2,1,0,0,1,2,2,0,3,11,101,89
75,2017,29,Utah,0,0,1,1,2,0,0,9,32,1,0,6,23,211,142
76,2017,29,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14
77,2017,29,PACIFIC,2,2,16,66,69,4,9,160,928,52,27,39,656,"1,214","1,069"
78,2017,29,Alaska,0,0,1,1,4,0,0,2,1,2,0,1,10,23,71
79,2017,29,Calif.,0,1,6,41,54,0,2,11,74,47,1,28,56,749,819
80,2017,29,Hawaii,0,0,0,0,1,3,0,21,169,0,0,0,3,14,44
81,2017,29,Oreg.,1,0,3,16,10,0,1,5,51,3,0,3,10,110,135
82,2017,29,Wash.,1,0,13,8,0,1,0,152,633,0,26,0,618,318,0
83,2017,29,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,29,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,29,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,29,P.R.,0,0,1,1,0,0,0,1,1,1,0,0,1,2,10
87,2017,29,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,30,UNITED STATES,2,6,21,202,235,44,159,519,"4,035","1,915",143,301,"1,220","8,623","9,361"
22,2017,30,NEW ENGLAND,0,0,1,6,12,0,2,16,110,254,2,17,73,487,467
23,2017,30,Conn.,0,0,1,0,3,0,0,2,7,33,0,1,5,38,66
24,2017,30,Maine,0,0,0,0,1,0,0,4,1,4,2,7,19,239,135
25,2017,30,Mass.,0,0,1,4,8,0,1,14,92,208,0,3,12,77,93
26,2017,30,N.H.,0,0,0,0,0,0,0,1,2,8,0,1,4,25,38
27,2017,30,R.I.,0,0,0,0,0,0,0,6,7,1,0,0,19,29,60
28,2017,30,Vt.,0,0,1,2,0,0,0,1,1,0,0,2,47,79,75
29,2017,30,MID. ATLANTIC,1,0,3,20,23,3,14,33,402,80,18,39,103,"1,012","1,774"
30,2017,30,N.J.,0,0,1,2,6,0,1,4,20,17,0,7,18,150,356
31,2017,30,N.Y. (Upstate),0,0,2,8,5,3,4,23,124,29,8,10,33,300,398
32,2017,30,N.Y. City,0,0,3,4,7,0,5,19,154,30,0,3,14,60,186
33,2017,30,Pa.,1,0,1,6,5,0,1,15,104,4,10,19,86,502,834
34,2017,30,E.N. CENTRAL,0,1,6,20,24,0,7,28,380,647,15,64,156,"1,576","2,046"
35,2017,30,Ill.,0,0,2,5,9,0,3,22,239,286,0,14,41,281,550
36,2017,30,Ind.,0,0,2,4,5,0,1,4,30,276,0,3,17,165,105
37,2017,30,Mich.,0,0,1,3,3,0,0,2,18,10,0,10,21,279,165
38,2017,30,Ohio,0,0,3,8,4,0,1,8,50,55,15,18,38,500,562
39,2017,30,Wis.,0,0,1,0,3,0,0,15,43,20,0,18,73,351,664
40,2017,30,W.N. CENTRAL,0,0,2,9,16,0,22,84,768,659,6,31,81,703,927
41,2017,30,Iowa,0,0,1,0,2,0,5,15,94,576,0,2,19,63,77
42,2017,30,Kans.,0,0,2,2,2,0,1,19,151,6,0,4,10,104,60
43,2017,30,Minn.,0,0,0,0,5,0,0,12,69,18,0,13,41,206,546
44,2017,30,Mo.,0,0,1,5,4,0,11,72,438,4,2,7,68,248,102
45,2017,30,Nebr.,0,0,1,2,2,0,0,2,4,44,4,2,5,49,108
46,2017,30,N. Dak.,0,0,0,0,0,0,0,2,12,9,0,1,5,29,23
47,2017,30,S. Dak.,0,0,0,0,1,0,0,0,0,2,0,0,1,4,11
48,2017,30,S. ATLANTIC,0,1,5,46,37,2,3,10,118,53,13,25,46,733,778
49,2017,30,Del.,0,0,1,1,0,0,0,1,2,0,0,0,2,4,10
50,2017,30,D.C.,0,0,0,0,0,0,0,2,10,1,0,0,3,12,6
51,2017,30,Fla.,0,0,3,13,9,0,0,5,22,10,8,7,19,243,200
52,2017,30,Ga.,0,0,2,5,9,1,0,6,31,3,1,2,9,60,120
53,2017,30,Md.,0,0,2,3,1,0,0,3,3,2,0,2,10,59,62
54,2017,30,N.C.,0,0,2,8,3,0,0,3,21,27,0,4,9,130,188
55,2017,30,S.C.,0,0,2,7,4,1,0,1,2,3,0,2,12,104,72
56,2017,30,Va.,0,0,3,8,8,0,0,4,27,7,4,4,24,118,102
57,2017,30,W. Va.,0,0,1,1,3,0,0,1,0,0,0,0,2,3,18
58,2017,30,E.S. CENTRAL,0,0,1,6,11,0,1,13,99,96,2,13,40,547,524
59,2017,30,Ala.,0,0,0,0,5,0,0,7,24,1,0,3,17,124,113
60,2017,30,Ky.,0,0,1,2,1,0,0,3,16,92,0,8,28,304,332
61,2017,30,Miss.,0,0,1,2,0,0,0,8,20,0,0,0,2,19,1
62,2017,30,Tenn.,0,0,1,2,5,0,0,6,39,3,2,3,9,100,78
63,2017,30,W.S. CENTRAL,1,0,2,17,25,16,40,334,"1,060",29,49,32,222,"1,170",780
64,2017,30,Ark.,0,0,1,0,1,0,19,272,537,0,2,2,12,125,25
65,2017,30,La.,0,0,1,3,3,0,0,3,11,0,0,1,6,44,35
66,2017,30,Okla.,0,0,1,1,4,14,5,93,160,1,25,0,59,91,68
67,2017,30,Tex.,1,0,2,13,17,2,6,63,352,28,22,27,148,910,652
68,2017,30,MOUNTAIN,0,0,2,12,12,0,2,13,136,43,19,32,71,"1,099",957
69,2017,30,Ariz.,0,0,1,4,1,0,0,12,29,4,6,7,17,291,210
70,2017,30,Colo.,0,0,2,2,3,0,0,10,57,12,11,12,28,353,401
71,2017,30,Idaho,0,0,1,1,1,0,0,2,5,1,1,1,7,30,63
72,2017,30,Mont.,0,0,1,0,1,0,0,3,6,20,1,0,18,53,9
73,2017,30,Nev.,0,0,2,2,3,0,0,1,5,2,0,1,6,45,21
74,2017,30,N. Mex.,0,0,1,2,1,0,0,1,2,2,0,3,11,101,90
75,2017,30,Utah,0,0,1,1,2,0,0,9,32,2,0,6,23,218,149
76,2017,30,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14
77,2017,30,PACIFIC,0,2,16,66,75,23,10,160,962,54,19,39,656,"1,296","1,108"
78,2017,30,Alaska,0,0,1,1,4,0,0,1,1,2,1,1,10,25,75
79,2017,30,Calif.,0,1,6,41,60,0,2,11,75,49,1,29,57,814,849
80,2017,30,Hawaii,0,0,0,0,1,2,0,20,180,0,0,0,3,14,46
81,2017,30,Oreg.,0,0,3,16,10,0,1,5,52,3,0,3,10,111,138
82,2017,30,Wash.,0,0,13,8,0,21,0,152,654,0,17,0,618,332,0
83,2017,30,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,30,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,30,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,30,P.R.,0,0,1,1,0,0,0,1,1,1,0,0,1,2,10
87,2017,30,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,31,UNITED STATES,2,6,21,207,241,64,158,519,"4,115","1,951",138,302,"1,220","9,023","9,684"
22,2017,31,NEW ENGLAND,0,0,1,6,13,0,3,16,127,255,0,18,73,525,483
23,2017,31,Conn.,0,0,1,0,4,0,0,2,7,33,0,1,5,39,66
24,2017,31,Maine,0,0,0,0,1,0,0,4,1,4,0,7,19,241,141
25,2017,31,Mass.,0,0,1,4,8,0,2,14,109,209,0,4,13,109,97
26,2017,31,N.H.,0,0,0,0,0,0,0,1,2,8,0,1,4,27,40
27,2017,31,R.I.,0,0,0,0,0,0,0,6,7,1,0,0,19,30,60
28,2017,31,Vt.,0,0,1,2,0,0,0,1,1,0,0,2,47,79,79
29,2017,31,MID. ATLANTIC,0,1,3,22,24,4,14,33,411,91,33,37,103,"1,066","1,832"
30,2017,31,N.J.,0,0,1,3,6,0,1,4,22,17,0,7,18,163,369
31,2017,31,N.Y. (Upstate),0,0,2,8,6,2,4,23,126,38,17,9,33,318,410
32,2017,31,N.Y. City,0,0,3,4,7,1,5,19,158,32,0,3,14,61,190
33,2017,31,Pa.,0,0,1,7,5,1,1,15,105,4,16,19,86,524,863
34,2017,31,E.N. CENTRAL,0,1,6,20,24,0,8,29,387,658,14,63,191,"1,639","2,124"
35,2017,31,Ill.,0,0,2,5,9,0,3,22,241,289,0,14,41,291,573
36,2017,31,Ind.,0,0,2,4,5,0,0,4,30,276,0,3,17,168,110
37,2017,31,Mich.,0,0,1,3,3,0,0,2,18,11,0,10,21,294,176
38,2017,31,Ohio,0,0,3,8,4,0,1,8,50,56,13,18,38,513,578
39,2017,31,Wis.,0,0,1,0,3,0,0,24,48,26,1,16,133,373,687
40,2017,31,W.N. CENTRAL,0,0,2,9,18,0,22,84,770,671,1,30,101,742,965
41,2017,31,Iowa,0,0,1,0,2,0,5,15,94,587,0,2,19,63,81
42,2017,31,Kans.,0,0,2,2,4,0,1,19,151,6,0,4,10,104,60
43,2017,31,Minn.,0,0,0,0,5,0,0,12,69,18,0,13,41,223,572
44,2017,31,Mo.,0,0,1,5,4,0,11,72,440,4,1,7,87,269,105
45,2017,31,Nebr.,0,0,1,2,2,0,0,2,4,45,0,2,5,50,108
46,2017,31,N. Dak.,0,0,0,0,0,0,0,2,12,9,0,1,5,29,28
47,2017,31,S. Dak.,0,0,0,0,1,0,0,0,0,2,0,0,1,4,11
48,2017,31,S. ATLANTIC,2,1,5,49,37,4,3,10,125,53,10,25,46,762,799
49,2017,31,Del.,0,0,1,1,0,0,0,1,2,0,0,0,2,4,10
50,2017,31,D.C.,0,0,0,0,0,0,0,2,10,1,0,0,3,12,6
51,2017,31,Fla.,2,0,3,16,9,4,0,5,26,10,10,7,19,253,206
52,2017,31,Ga.,0,0,2,5,9,0,0,6,32,3,0,2,9,60,122
53,2017,31,Md.,0,0,2,3,1,0,0,3,3,2,0,2,10,59,65
54,2017,31,N.C.,0,0,2,8,3,0,0,3,23,27,0,5,9,146,192
55,2017,31,S.C.,0,0,2,7,4,0,0,1,2,3,0,2,12,107,73
56,2017,31,Va.,0,0,3,8,8,0,0,4,27,7,0,4,24,118,105
57,2017,31,W. Va.,0,0,1,1,3,0,0,1,0,0,0,0,2,3,20
58,2017,31,E.S. CENTRAL,0,0,1,6,11,1,1,13,101,96,1,13,40,555,538
59,2017,31,Ala.,0,0,0,0,5,0,0,7,24,1,0,3,17,126,116
60,2017,31,Ky.,0,0,1,2,1,0,0,3,16,92,0,8,28,304,337
61,2017,31,Miss.,0,0,1,2,0,1,0,8,21,0,0,0,2,22,1
62,2017,31,Tenn.,0,0,1,2,5,0,0,6,40,3,1,3,9,103,84
63,2017,31,W.S. CENTRAL,0,0,2,17,25,2,40,334,"1,063",29,30,34,222,"1,225",808
64,2017,31,Ark.,0,0,1,0,1,0,19,272,537,0,2,3,12,135,26
65,2017,31,La.,0,0,1,3,3,0,0,3,11,0,0,1,6,44,35
66,2017,31,Okla.,0,0,1,1,4,0,7,93,160,1,2,0,59,93,78
67,2017,31,Tex.,0,0,2,13,17,2,6,63,355,28,26,27,148,953,669
68,2017,31,MOUNTAIN,0,0,2,12,14,0,2,13,136,44,22,32,71,"1,128",985
69,2017,31,Ariz.,0,0,1,4,2,0,0,12,29,4,12,7,17,301,211
70,2017,31,Colo.,0,0,2,2,3,0,0,10,57,13,8,12,28,360,410
71,2017,31,Idaho,0,0,1,1,1,0,0,2,5,1,2,1,7,32,70
72,2017,31,Mont.,0,0,1,0,1,0,0,3,6,20,0,0,18,53,12
73,2017,31,Nev.,0,0,2,2,3,0,0,1,5,2,0,1,6,46,22
74,2017,31,N. Mex.,0,0,1,2,2,0,0,1,2,2,0,3,11,102,91
75,2017,31,Utah,0,0,1,1,2,0,0,9,32,2,0,6,23,226,155
76,2017,31,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14
77,2017,31,PACIFIC,0,2,16,66,75,53,10,160,995,54,27,39,656,"1,381","1,150"
78,2017,31,Alaska,0,0,1,1,4,1,0,1,3,2,0,1,10,24,78
79,2017,31,Calif.,0,1,4,41,60,0,2,11,77,49,1,29,57,872,886
80,2017,31,Hawaii,0,0,0,0,1,0,1,20,180,0,0,0,3,14,46
81,2017,31,Oreg.,0,0,3,16,10,0,1,5,53,3,0,3,10,120,140
82,2017,31,Wash.,0,0,13,8,0,52,0,152,682,0,26,1,618,351,0
83,2017,31,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,31,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,31,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,31,P.R.,0,0,1,1,0,0,0,1,1,1,0,0,1,2,10
87,2017,31,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
